Diet,Meal,Category,Food_Item,Calories,Protein_g,Carbs_g,Fat_g
veg,Lunch,beverage,Watermelon Juice 5775,62,5,19,2
veg,Dinner,soup,Sweet Corn Soup 5776,59,1,10,1
veg,Snack,snack,Roasted Nuts 5777,109,11,14,13
veg,Snack,beverage,Banana Smoothie 5778,123,1,14,0
veg,Breakfast,breakfast_item,Aloo Paratha 5779,488,14,50,6
veg,Dinner,soup,Pumpkin Soup 5780,117,7,14,3
veg,Dinner,flatbread,Chapati 5781,202,2,28,5
veg,Snack,snack,Bhel Puri 5782,239,3,24,2
veg,Snack,beverage,Coconut Water 5783,53,5,11,5
veg,Snack,beverage,Orange Juice 5784,122,0,36,8
veg,Breakfast,breakfast_item,Pancakes 5785,243,8,37,9
veg,Breakfast,breakfast_item,Pancakes 5786,391,17,34,20
veg,Breakfast,breakfast_item,Besan Chilla 5787,260,20,58,16
veg,Snack,beverage,Banana Smoothie 5788,247,0,21,2
veg,Dinner,soup,Tomato Soup 5789,147,6,9,1
veg,Lunch,dry_veg,Aloo Gobi 5790,171,9,25,6
veg,Lunch,curry,Mushroom Masala 5791,209,17,25,19
veg,Snack,beverage,Orange Juice 5792,217,2,16,1
veg,Lunch,dry_veg,Potato Fry 5793,109,5,24,14
veg,Lunch,beverage,Watermelon Juice 5794,172,1,18,7
veg,Dinner,flatbread,Butter Naan 5795,112,8,29,5
veg,Dinner,dry_veg,Bhindi Fry 5796,120,4,24,12
veg,Breakfast,beverage,Lemonade 5797,125,5,34,2
veg,Lunch,flatbread,Paratha 5798,142,3,18,2
veg,Dinner,salad,Fruit Salad 5799,113,4,11,10
veg,Lunch,curry,Paneer Butter Masala 5800,389,5,14,11
veg,Breakfast,breakfast_item,Aloo Paratha 5801,430,11,47,10
veg,Breakfast,beverage,Buttermilk (Chaas) 5802,240,5,19,7
veg,Dinner,curry,Paneer Butter Masala 5803,263,9,22,11
veg,Snack,beverage,Orange Juice 5804,97,4,11,8
veg,Breakfast,beverage,Orange Juice 5805,153,5,21,10
non-veg,Dinner,curry,Chicken Curry 5806,203,7,30,6
veg,Breakfast,beverage,Masala Chai 5807,194,0,32,6
veg,Lunch,beverage,Watermelon Juice 5808,52,4,28,5
veg,Lunch,beverage,Green Tea 5809,167,3,37,2
veg,Snack,snack,Protein Bar 5810,76,14,25,12
veg,Lunch,flatbread,Paratha 5811,170,4,34,1
veg,Lunch,rice,Lemon Rice 5812,210,5,57,3
veg,Dinner,dry_veg,Paneer Bhurji 5813,180,10,17,14
veg,Lunch,beverage,Buttermilk (Chaas) 5814,59,4,10,9
veg,Snack,beverage,Lassi 5815,123,1,18,4
veg,Breakfast,breakfast_item,Upma 5816,209,11,42,5
veg,Lunch,curry,Palak Paneer 5817,376,13,11,21
veg,Dinner,curry,Mushroom Masala 5818,286,7,10,19
veg,Dinner,flatbread,Phulka 5819,178,6,27,6
veg,Lunch,salad,Green Salad 5820,122,2,6,1
veg,Lunch,salad,Corn Salad 5821,82,2,7,6
veg,Lunch,salad,Greek Salad 5822,145,3,15,0
veg,Dinner,flatbread,Chapati 5823,95,2,30,7
veg,Snack,snack,Makhana 5824,138,9,17,0
veg,Breakfast,beverage,Banana Smoothie 5825,242,0,22,7
veg,Snack,beverage,Lassi 5826,101,5,38,3
veg,Snack,beverage,Watermelon Juice 5827,132,4,30,7
veg,Lunch,curry,Dal Tadka 5828,258,6,30,11
veg,Lunch,rice,Lemon Rice 5829,320,8,50,2
veg,Lunch,flatbread,Kulcha 5830,180,4,16,10
veg,Snack,snack,Protein Bar 5831,197,4,23,6
veg,Breakfast,breakfast_item,Besan Chilla 5832,274,17,60,19
veg,Snack,snack,Bhel Puri 5833,171,14,14,15
veg,Breakfast,beverage,Banana Smoothie 5834,92,1,13,5
veg,Breakfast,beverage,Lemonade 5835,230,3,38,4
veg,Lunch,beverage,Watermelon Juice 5836,239,3,11,4
veg,Dinner,curry,Chana Masala 5837,252,22,18,19
veg,Dinner,soup,Pumpkin Soup 5838,128,1,14,5
veg,Lunch,dry_veg,Potato Fry 5839,204,4,25,10
veg,Breakfast,beverage,Lassi 5840,147,5,26,4
veg,Lunch,beverage,Green Tea 5841,187,1,34,9
veg,Dinner,salad,Greek Salad 5842,123,6,12,1
veg,Breakfast,beverage,Coconut Water 5843,210,2,24,9
veg,Dinner,salad,Coleslaw 5844,110,6,9,3
veg,Breakfast,breakfast_item,Aloo Paratha 5845,293,19,22,16
veg,Dinner,curry,Chana Masala 5846,385,20,12,8
veg,Dinner,flatbread,Kulcha 5847,151,4,18,4
veg,Snack,snack,Bhel Puri 5848,133,13,15,14
veg,Snack,beverage,Lemonade 5849,153,4,15,0
veg,Breakfast,beverage,Banana Smoothie 5850,184,5,23,7
veg,Snack,snack,Fruit Bowl 5851,207,11,25,11
veg,Snack,beverage,Lemonade 5852,219,1,11,4
veg,Snack,snack,Dhokla 5853,192,11,26,15
veg,Dinner,salad,Kachumber Salad 5854,146,2,5,2
veg,Snack,beverage,Masala Chai 5855,95,4,19,10
veg,Snack,snack,Popcorn 5856,226,13,11,3
veg,Breakfast,beverage,Lemonade 5857,74,2,40,1
veg,Snack,snack,Dhokla 5858,186,13,19,13
veg,Dinner,salad,Corn Salad 5859,83,7,12,10
veg,Snack,snack,Greek Yogurt 5860,61,15,22,8
veg,Breakfast,breakfast_item,Veg Sandwich 5861,204,5,55,10
veg,Breakfast,beverage,Watermelon Juice 5862,57,3,33,3
veg,Dinner,salad,Cucumber Salad 5863,36,6,9,5
veg,Dinner,salad,Fruit Salad 5864,115,1,8,3
veg,Breakfast,breakfast_item,Veg Sandwich 5865,442,18,42,17
veg,Lunch,flatbread,Phulka 5866,235,6,20,2
veg,Snack,beverage,Watermelon Juice 5867,178,5,32,10
veg,Snack,snack,Dhokla 5868,238,9,5,11
veg,Dinner,salad,Green Salad 5869,113,1,5,1
veg,Lunch,curry,Palak Paneer 5870,284,7,15,17
veg,Breakfast,beverage,Watermelon Juice 5871,131,4,33,7
veg,Snack,beverage,Lemonade 5872,144,0,40,0
veg,Snack,beverage,Watermelon Juice 5873,238,0,40,2
veg,Snack,beverage,Masala Chai 5874,94,4,35,2
veg,Breakfast,beverage,Filter Coffee 5875,74,1,13,5
veg,Breakfast,beverage,Orange Juice 5876,106,0,20,8
veg,Snack,snack,Bhel Puri 5877,254,4,8,10
veg,Breakfast,beverage,Coconut Water 5878,63,0,22,2
veg,Breakfast,breakfast_item,Muesli with Milk 5879,311,7,59,13
veg,Dinner,curry,Palak Paneer 5880,158,9,30,9
veg,Dinner,salad,Green Salad 5881,43,1,12,7
veg,Breakfast,breakfast_item,Muesli with Milk 5882,284,16,21,18
veg,Snack,snack,Makhana 5883,284,5,13,15
veg,Lunch,beverage,Lemonade 5884,100,2,39,2
veg,Breakfast,beverage,Lassi 5885,242,0,13,9
veg,Dinner,dry_veg,Bhindi Fry 5886,231,4,19,5
veg,Dinner,soup,Pumpkin Soup 5887,65,5,14,1
veg,Lunch,dry_veg,Mix Veg Dry 5888,212,4,24,9
veg,Dinner,flatbread,Chapati 5889,133,7,37,2
veg,Breakfast,breakfast_item,Aloo Paratha 5890,361,6,48,18
veg,Dinner,curry,Palak Paneer 5891,328,5,19,17
veg,Dinner,soup,Tomato Soup 5892,87,4,8,4
veg,Breakfast,breakfast_item,Cheese Toast 5893,231,19,37,18
veg,Dinner,curry,Mixed Vegetable Curry 5894,227,5,10,13
veg,Snack,beverage,Coconut Water 5895,76,5,26,1
veg,Lunch,flatbread,Methi Thepla 5896,162,3,22,9
veg,Snack,beverage,Lassi 5897,198,4,38,2
veg,Snack,beverage,Filter Coffee 5898,224,4,31,1
veg,Dinner,soup,Clear Veg Soup 5899,114,7,10,2
veg,Dinner,soup,Sweet Corn Soup 5900,60,4,7,1
veg,Dinner,curry,Chana Masala 5901,391,14,23,8
non-veg,Breakfast,breakfast_item,Scrambled Eggs 5902,218,9,40,18
veg,Lunch,curry,Mushroom Masala 5903,198,12,29,18
veg,Lunch,beverage,Green Tea 5904,76,0,13,8
non-veg,Dinner,curry,Egg Curry 5905,158,13,24,8
veg,Breakfast,breakfast_item,Puri Bhaji 5906,345,6,22,14
non-veg,Snack,snack,Boiled Egg 5907,260,9,5,15
veg,Breakfast,breakfast_item,Upma 5908,259,19,35,13
veg,Lunch,beverage,Banana Smoothie 5909,105,1,32,0
veg,Dinner,curry,Malai Kofta 5910,391,22,28,10
veg,Dinner,salad,Cucumber Salad 5911,136,4,13,9
veg,Breakfast,breakfast_item,Veg Sandwich 5912,236,16,43,16
veg,Breakfast,beverage,Lemonade 5913,55,3,21,2
veg,Dinner,salad,Fruit Salad 5914,78,3,6,7
non-veg,Breakfast,breakfast_item,Scrambled Eggs 5915,471,13,51,14
veg,Lunch,flatbread,Butter Naan 5916,190,3,17,10
veg,Breakfast,beverage,Orange Juice 5917,128,1,31,10
veg,Snack,snack,Makhana 5918,300,8,8,9
veg,Dinner,salad,Kachumber Salad 5919,147,1,15,0
veg,Breakfast,breakfast_item,Besan Chilla 5920,328,5,55,14
veg,Lunch,flatbread,Roti 5921,91,7,15,2
veg,Breakfast,beverage,Lemonade 5922,84,3,37,7
veg,Lunch,salad,Fruit Salad 5923,52,2,9,2
non-veg,Lunch,rice,Chicken Biryani 5924,348,7,50,4
veg,Dinner,flatbread,Methi Thepla 5925,97,4,20,5
veg,Breakfast,breakfast_item,Oats Porridge 5926,472,10,24,8
veg,Lunch,flatbread,Chapati 5927,122,2,39,8
veg,Lunch,flatbread,Butter Naan 5928,119,8,33,9
veg,Snack,beverage,Masala Chai 5929,234,2,23,2
veg,Snack,snack,Protein Bar 5930,174,14,12,3
veg,Snack,beverage,Watermelon Juice 5931,67,3,11,3
veg,Dinner,dry_veg,Baingan Bharta 5932,143,5,25,8
veg,Lunch,flatbread,Paratha 5933,181,5,17,4
veg,Snack,beverage,Lemonade 5934,248,2,34,7
veg,Dinner,salad,Cucumber Salad 5935,41,5,9,6
veg,Breakfast,beverage,Banana Smoothie 5936,95,4,32,6
veg,Breakfast,beverage,Lemonade 5937,56,1,15,9
veg,Snack,snack,Bhel Puri 5938,125,10,9,10
veg,Dinner,salad,Sprouts Salad 5939,134,1,13,1
veg,Breakfast,beverage,Banana Smoothie 5940,68,5,26,4
veg,Lunch,flatbread,Roti 5941,130,4,28,10
veg,Breakfast,beverage,Green Tea 5942,247,2,25,1
veg,Dinner,curry,Dal Fry 5943,399,9,14,12
veg,Lunch,flatbread,Kulcha 5944,237,6,38,8
non-veg,Lunch,curry,Egg Curry 5945,299,7,21,19
non-veg,Lunch,curry,Egg Curry 5946,208,16,23,13
veg,Snack,snack,Makhana 5947,153,11,23,10
veg,Snack,beverage,Lassi 5948,172,0,17,1
veg,Dinner,dry_veg,Jeera Aloo 5949,148,7,20,11
veg,Dinner,flatbread,Bhatura 5950,186,4,18,8
veg,Dinner,flatbread,Roti 5951,184,6,35,4
non-veg,Dinner,curry,Chicken Curry 5952,203,11,25,6
veg,Dinner,curry,Mixed Vegetable Curry 5953,238,14,24,8
veg,Dinner,flatbread,Butter Naan 5954,207,2,25,5
veg,Snack,snack,Fruit Bowl 5955,218,5,17,14
veg,Breakfast,beverage,Filter Coffee 5956,61,3,24,3
non-veg,Dinner,curry,Butter Chicken 5957,338,15,20,10
veg,Snack,beverage,Buttermilk (Chaas) 5958,188,0,34,4
veg,Lunch,curry,Rajma Masala 5959,161,8,27,21
veg,Breakfast,beverage,Orange Juice 5960,88,3,22,0
veg,Breakfast,beverage,Mango Shake 5961,218,2,36,2
veg,Lunch,flatbread,Butter Naan 5962,159,7,37,9
veg,Snack,beverage,Mango Shake 5963,67,2,14,5
veg,Snack,beverage,Masala Chai 5964,181,4,30,8
veg,Dinner,dry_veg,Cabbage Sabzi 5965,186,8,17,15
non-veg,Dinner,curry,Butter Chicken 5966,269,15,11,10
veg,Dinner,curry,Dal Fry 5967,317,24,12,14
veg,Dinner,soup,Manchow Soup 5968,133,3,9,4
veg,Breakfast,breakfast_item,Pancakes 5969,327,7,24,7
veg,Dinner,curry,Rajma Masala 5970,248,15,13,7
veg,Snack,beverage,Lassi 5971,221,5,39,1
veg,Dinner,soup,Manchow Soup 5972,58,7,11,4
veg,Snack,snack,Makhana 5973,122,9,6,4
veg,Breakfast,breakfast_item,Veg Sandwich 5974,319,5,28,18
veg,Lunch,curry,Rajma Masala 5975,287,9,15,13
veg,Snack,snack,Fruit Bowl 5976,201,15,18,1
veg,Snack,snack,Greek Yogurt 5977,65,2,5,12
non-veg,Breakfast,breakfast_item,Scrambled Eggs 5978,389,9,43,9
veg,Dinner,dry_veg,Beans Poriyal 5979,110,8,16,7
veg,Snack,beverage,Watermelon Juice 5980,67,0,20,3
veg,Snack,snack,Roasted Nuts 5981,149,3,13,0
veg,Breakfast,breakfast_item,Poha 5982,274,7,30,7
veg,Snack,snack,Dhokla 5983,98,15,14,5
veg,Breakfast,breakfast_item,Muesli with Milk 5984,226,13,40,18
veg,Breakfast,breakfast_item,Aloo Paratha 5985,449,5,59,16
veg,Breakfast,beverage,Watermelon Juice 5986,56,2,11,4
veg,Snack,beverage,Mango Shake 5987,192,3,19,10
veg,Snack,beverage,Green Tea 5988,143,3,38,8
non-veg,Dinner,curry,Butter Chicken 5989,217,21,21,19
veg,Dinner,dry_veg,Aloo Gobi 5990,145,9,14,7
veg,Snack,snack,Fruit Bowl 5991,205,13,16,7
veg,Lunch,dry_veg,Potato Fry 5992,151,6,18,9
veg,Dinner,soup,Lentil Soup 5993,127,7,11,1
veg,Snack,beverage,Filter Coffee 5994,182,4,29,5
veg,Dinner,curry,Mushroom Masala 5995,321,24,13,16
veg,Dinner,soup,Lentil Soup 5996,101,3,11,2
veg,Snack,snack,Popcorn 5997,59,5,10,13
veg,Dinner,salad,Green Salad 5998,75,7,11,8
veg,Snack,beverage,Coconut Water 5999,62,1,10,6
veg,Dinner,curry,Dal Fry 6000,387,17,24,17
veg,Lunch,dry_veg,Cabbage Sabzi 6001,182,10,16,10
veg,Lunch,rice,Ghee Rice 6002,288,6,49,3
veg,Snack,beverage,Filter Coffee 6003,88,0,22,5
veg,Snack,beverage,Filter Coffee 6004,114,4,31,2
veg,Breakfast,beverage,Orange Juice 6005,198,5,14,10
veg,Dinner,flatbread,Aloo Paratha 6006,173,8,38,7
veg,Lunch,dry_veg,Beans Poriyal 6007,173,5,15,8
veg,Snack,beverage,Green Tea 6008,128,3,28,5
veg,Lunch,rice,Jeera Rice 6009,328,8,50,10
veg,Snack,snack,Greek Yogurt 6010,166,3,20,3
veg,Lunch,dry_veg,Baingan Bharta 6011,197,9,11,9
veg,Breakfast,beverage,Coconut Water 6012,62,2,19,4
veg,Dinner,dry_veg,Paneer Bhurji 6013,243,9,19,9
veg,Lunch,beverage,Mango Shake 6014,158,5,37,2
veg,Lunch,flatbread,Aloo Paratha 6015,139,8,38,8
veg,Lunch,beverage,Green Tea 6016,112,5,23,9
veg,Breakfast,breakfast_item,Muesli with Milk 6017,393,9,56,5
veg,Breakfast,beverage,Banana Smoothie 6018,158,0,33,3
veg,Snack,beverage,Banana Smoothie 6019,85,5,14,3
veg,Lunch,salad,Corn Salad 6020,40,2,6,1
veg,Snack,snack,Fruit Bowl 6021,239,3,5,4
veg,Snack,beverage,Orange Juice 6022,60,5,20,1
veg,Breakfast,breakfast_item,Poha 6023,343,17,56,14
veg,Dinner,flatbread,Chapati 6024,209,3,18,8
veg,Breakfast,breakfast_item,Aloo Paratha 6025,281,19,45,5
non-veg,Dinner,soup,Chicken Clear Soup 6026,121,6,11,5
veg,Dinner,dry_veg,Baingan Bharta 6027,126,6,12,8
veg,Snack,snack,Roasted Nuts 6028,185,9,18,5
veg,Snack,beverage,Orange Juice 6029,109,4,25,8
veg,Dinner,salad,Cucumber Salad 6030,125,7,13,4
veg,Snack,snack,Greek Yogurt 6031,154,14,27,6
veg,Breakfast,beverage,Lemonade 6032,125,0,34,8
veg,Lunch,salad,Coleslaw 6033,144,3,13,9
veg,Snack,beverage,Mango Shake 6034,245,5,10,2
veg,Dinner,dry_veg,Jeera Aloo 6035,209,4,13,12
veg,Lunch,beverage,Buttermilk (Chaas) 6036,62,3,19,2
veg,Snack,beverage,Green Tea 6037,219,2,17,10
non-veg,Lunch,curry,Egg Curry 6038,329,7,28,25
non-veg,Dinner,soup,Chicken Clear Soup 6039,108,6,5,1
veg,Snack,snack,Greek Yogurt 6040,282,11,19,15
veg,Dinner,salad,Chickpea Salad 6041,114,6,14,0
veg,Snack,beverage,Lassi 6042,209,2,28,1
veg,Snack,beverage,Filter Coffee 6043,113,0,20,8
veg,Snack,beverage,Filter Coffee 6044,207,0,18,4
veg,Snack,snack,Roasted Nuts 6045,262,10,11,3
non-veg,Breakfast,breakfast_item,Scrambled Eggs 6046,439,7,23,13
veg,Snack,beverage,Coconut Water 6047,129,3,23,10
veg,Dinner,flatbread,Garlic Naan 6048,139,6,35,5
veg,Snack,snack,Protein Bar 6049,229,2,14,4
veg,Dinner,flatbread,Kulcha 6050,226,6,39,9
veg,Snack,beverage,Mango Shake 6051,126,3,22,0
veg,Dinner,salad,Sprouts Salad 6052,125,1,15,6
veg,Dinner,salad,Cucumber Salad 6053,112,8,9,7
veg,Dinner,flatbread,Methi Thepla 6054,181,5,32,8
veg,Dinner,dry_veg,Mix Veg Dry 6055,143,2,16,14
veg,Breakfast,beverage,Lemonade 6056,250,4,16,8
non-veg,Lunch,curry,Fish Curry 6057,236,25,20,21
veg,Lunch,curry,Sambar 6058,164,15,19,9
veg,Dinner,soup,Tomato Soup 6059,68,2,9,2
veg,Dinner,salad,Sprouts Salad 6060,95,1,12,7
veg,Lunch,rice,Veg Biryani 6061,324,8,64,1
veg,Breakfast,breakfast_item,Cheese Toast 6062,270,19,59,5
veg,Snack,snack,Protein Bar 6063,191,2,11,9
veg,Snack,beverage,Filter Coffee 6064,204,0,29,6
non-veg,Dinner,curry,Egg Curry 6065,296,14,24,16
veg,Lunch,flatbread,Missi Roti 6066,225,3,39,10
veg,Breakfast,beverage,Coconut Water 6067,233,4,27,1
veg,Breakfast,beverage,Lemonade 6068,114,1,34,2
veg,Snack,beverage,Green Tea 6069,236,0,33,0
veg,Breakfast,beverage,Green Tea 6070,227,4,29,1
veg,Lunch,rice,Peas Pulao 6071,210,6,46,7
veg,Lunch,flatbread,Paratha 6072,189,5,24,8
veg,Breakfast,breakfast_item,Pancakes 6073,278,16,21,6
veg,Breakfast,beverage,Masala Chai 6074,171,2,34,6
veg,Dinner,dry_veg,Paneer Bhurji 6075,137,4,24,5
veg,Breakfast,beverage,Green Tea 6076,198,3,18,9
veg,Breakfast,beverage,Masala Chai 6077,128,2,19,2
veg,Breakfast,beverage,Filter Coffee 6078,90,1,40,3
veg,Snack,beverage,Lemonade 6079,112,5,11,10
veg,Breakfast,beverage,Lassi 6080,134,2,19,0
veg,Breakfast,beverage,Buttermilk (Chaas) 6081,219,5,32,3
veg,Snack,snack,Roasted Nuts 6082,137,10,9,13
veg,Breakfast,breakfast_item,Oats Porridge 6083,288,14,56,20
veg,Breakfast,beverage,Green Tea 6084,185,2,40,3
veg,Lunch,salad,Corn Salad 6085,35,4,12,4
veg,Lunch,salad,Corn Salad 6086,34,2,8,5
veg,Lunch,dry_veg,Potato Fry 6087,136,7,20,15
veg,Dinner,salad,Corn Salad 6088,80,8,13,3
non-veg,Dinner,curry,Egg Curry 6089,369,11,15,11
veg,Lunch,salad,Chickpea Salad 6090,70,3,6,9
veg,Lunch,rice,Curd Rice 6091,272,6,48,8
veg,Breakfast,beverage,Mango Shake 6092,159,3,23,3
veg,Breakfast,breakfast_item,Besan Chilla 6093,374,11,34,15
veg,Lunch,beverage,Coconut Water 6094,180,2,14,4
veg,Dinner,dry_veg,Cabbage Sabzi 6095,131,7,22,12
veg,Snack,beverage,Coconut Water 6096,214,2,12,6
veg,Snack,snack,Protein Bar 6097,181,10,11,4
veg,Lunch,flatbread,Phulka 6098,220,6,38,4
veg,Breakfast,beverage,Mango Shake 6099,117,4,16,0
veg,Dinner,salad,Corn Salad 6100,39,3,13,1
veg,Lunch,salad,Chickpea Salad 6101,37,7,7,0
veg,Breakfast,breakfast_item,Aloo Paratha 6102,360,8,58,19
veg,Breakfast,breakfast_item,Pancakes 6103,488,17,22,13
veg,Breakfast,breakfast_item,Muesli with Milk 6104,413,14,38,19
veg,Dinner,flatbread,Roti 6105,158,8,27,1
veg,Snack,snack,Popcorn 6106,207,3,17,4
veg,Lunch,salad,Corn Salad 6107,97,8,6,4
veg,Breakfast,beverage,Coconut Water 6108,107,2,31,6
veg,Dinner,flatbread,Missi Roti 6109,182,2,29,6
veg,Breakfast,breakfast_item,Cheese Toast 6110,284,14,56,20
veg,Breakfast,breakfast_item,Poha 6111,483,10,43,8
non-veg,Dinner,curry,Butter Chicken 6112,273,25,21,9
veg,Snack,snack,Roasted Nuts 6113,283,5,7,1
veg,Lunch,rice,Veg Biryani 6114,245,5,74,2
veg,Snack,beverage,Orange Juice 6115,246,2,30,3
veg,Lunch,dry_veg,Potato Fry 6116,132,2,15,11
veg,Breakfast,breakfast_item,Veg Sandwich 6117,293,10,39,5
veg,Lunch,flatbread,Phulka 6118,149,4,34,1
veg,Dinner,flatbread,Butter Naan 6119,137,8,31,3
veg,Dinner,flatbread,Phulka 6120,231,3,37,7
veg,Dinner,salad,Cucumber Salad 6121,85,8,6,1
veg,Dinner,salad,Kachumber Salad 6122,100,2,6,0
non-veg,Breakfast,breakfast_item,Omelette 6123,466,17,55,8
veg,Dinner,dry_veg,Bhindi Fry 6124,222,4,14,8
veg,Lunch,curry,Mixed Vegetable Curry 6125,340,21,23,13
veg,Dinner,dry_veg,Aloo Gobi 6126,175,3,25,6
veg,Lunch,curry,Dal Fry 6127,345,23,22,11
veg,Dinner,curry,Chana Masala 6128,330,10,27,24
veg,Snack,beverage,Lemonade 6129,249,4,38,3
veg,Snack,beverage,Filter Coffee 6130,169,4,24,0
veg,Lunch,salad,Fruit Salad 6131,46,3,6,10
veg,Breakfast,breakfast_item,Cheese Toast 6132,284,17,51,20
veg,Snack,beverage,Watermelon Juice 6133,89,3,23,4
veg,Breakfast,breakfast_item,Oats Porridge 6134,203,11,40,10
veg,Snack,beverage,Watermelon Juice 6135,166,2,22,10
veg,Breakfast,beverage,Buttermilk (Chaas) 6136,153,0,21,0
non-veg,Breakfast,breakfast_item,Omelette 6137,415,15,36,19
veg,Dinner,curry,Chana Masala 6138,271,18,13,17
veg,Dinner,flatbread,Methi Thepla 6139,120,3,32,6
veg,Lunch,flatbread,Methi Thepla 6140,228,3,15,4
veg,Dinner,soup,Tomato Soup 6141,85,5,12,0
veg,Snack,beverage,Lemonade 6142,58,4,36,0
veg,Snack,beverage,Orange Juice 6143,211,3,14,5
veg,Snack,snack,Fruit Bowl 6144,259,15,8,3
non-veg,Breakfast,breakfast_item,Omelette 6145,320,19,46,18
veg,Dinner,curry,Dal Tadka 6146,223,14,23,21
veg,Lunch,dry_veg,Aloo Gobi 6147,156,2,10,15
non-veg,Breakfast,breakfast_item,Omelette 6148,213,8,58,9
veg,Breakfast,breakfast_item,Pancakes 6149,232,8,26,6
veg,Breakfast,beverage,Watermelon Juice 6150,210,4,32,8
veg,Snack,beverage,Lassi 6151,66,0,30,3
veg,Lunch,flatbread,Chapati 6152,237,2,34,3
veg,Snack,beverage,Green Tea 6153,210,1,28,1
veg,Lunch,curry,Palak Paneer 6154,236,16,15,17
veg,Lunch,dry_veg,Beans Poriyal 6155,125,5,12,5
veg,Snack,beverage,Masala Chai 6156,154,3,35,1
veg,Snack,beverage,Masala Chai 6157,187,2,23,9
veg,Lunch,rice,Brown Rice 6158,394,3,56,2
veg,Dinner,curry,Dal Fry 6159,346,21,12,9
veg,Breakfast,breakfast_item,Muesli with Milk 6160,220,19,48,15
veg,Breakfast,breakfast_item,Besan Chilla 6161,461,17,53,7
veg,Snack,snack,Fruit Bowl 6162,252,11,14,9
veg,Snack,snack,Roasted Nuts 6163,294,6,20,15
veg,Breakfast,beverage,Masala Chai 6164,170,5,24,0
veg,Dinner,curry,Dal Fry 6165,175,13,12,5
veg,Breakfast,breakfast_item,Puri Bhaji 6166,419,14,35,16
veg,Snack,snack,Popcorn 6167,205,9,9,2
veg,Lunch,dry_veg,Potato Fry 6168,113,8,24,10
veg,Lunch,salad,Sprouts Salad 6169,78,2,14,6
non-veg,Lunch,rice,Chicken Biryani 6170,256,5,55,6
veg,Breakfast,beverage,Orange Juice 6171,71,2,40,7
veg,Dinner,soup,Clear Veg Soup 6172,140,6,14,4
veg,Snack,snack,Dhokla 6173,69,14,9,0
veg,Breakfast,breakfast_item,Pancakes 6174,231,16,45,11
veg,Lunch,curry,Sambar 6175,213,15,14,6
veg,Dinner,flatbread,Aloo Paratha 6176,198,7,16,4
veg,Snack,beverage,Masala Chai 6177,128,5,21,1
veg,Dinner,salad,Green Salad 6178,106,4,11,3
veg,Dinner,flatbread,Roti 6179,236,2,32,9
veg,Breakfast,breakfast_item,Upma 6180,274,5,41,6
veg,Dinner,curry,Dal Tadka 6181,364,11,26,22
non-veg,Lunch,curry,Bhuna Gosht 6182,218,24,29,20
veg,Snack,snack,Greek Yogurt 6183,274,5,16,1
veg,Dinner,flatbread,Methi Thepla 6184,106,3,31,8
veg,Breakfast,breakfast_item,Idli Sambar 6185,363,9,41,9
veg,Lunch,rice,Veg Biryani 6186,218,3,41,3
veg,Snack,snack,Greek Yogurt 6187,211,6,16,7
veg,Snack,snack,Greek Yogurt 6188,117,5,23,7
veg,Lunch,rice,Peas Pulao 6189,263,8,69,2
veg,Snack,beverage,Lassi 6190,85,2,18,0
veg,Dinner,soup,Clear Veg Soup 6191,131,7,15,0
veg,Lunch,flatbread,Aloo Paratha 6192,108,4,40,8
veg,Dinner,soup,Hot and Sour Soup 6193,79,5,7,1
veg,Dinner,flatbread,Paratha 6194,168,6,30,9
veg,Dinner,dry_veg,Beans Poriyal 6195,231,5,10,8
veg,Breakfast,breakfast_item,Muesli with Milk 6196,273,8,43,9
veg,Snack,beverage,Watermelon Juice 6197,224,1,26,4
veg,Dinner,curry,Dal Tadka 6198,248,9,12,21
veg,Dinner,salad,Green Salad 6199,132,1,6,7
veg,Breakfast,beverage,Filter Coffee 6200,128,5,36,3
veg,Lunch,rice,Veg Biryani 6201,237,5,43,4
non-veg,Dinner,curry,Chicken Curry 6202,173,21,23,24
veg,Dinner,salad,Corn Salad 6203,122,8,15,2
veg,Lunch,dry_veg,Cabbage Sabzi 6204,142,5,24,6
veg,Dinner,flatbread,Garlic Naan 6205,234,5,36,3
veg,Lunch,curry,Dal Tadka 6206,239,5,14,20
veg,Snack,beverage,Lassi 6207,207,3,27,10
veg,Snack,beverage,Masala Chai 6208,244,2,35,6
veg,Lunch,salad,Cucumber Salad 6209,127,3,9,6
veg,Breakfast,beverage,Coconut Water 6210,160,0,36,1
veg,Breakfast,beverage,Orange Juice 6211,87,5,15,7
veg,Lunch,rice,Jeera Rice 6212,339,7,66,6
veg,Lunch,flatbread,Methi Thepla 6213,86,8,34,6
veg,Lunch,flatbread,Bhatura 6214,128,5,17,1
veg,Lunch,beverage,Buttermilk (Chaas) 6215,114,0,17,4
veg,Snack,beverage,Banana Smoothie 6216,155,0,23,7
veg,Lunch,beverage,Buttermilk (Chaas) 6217,139,5,31,9
veg,Lunch,beverage,Coconut Water 6218,239,1,27,2
veg,Breakfast,breakfast_item,Besan Chilla 6219,477,17,38,12
veg,Breakfast,breakfast_item,Aloo Paratha 6220,281,14,52,7
veg,Dinner,soup,Hot and Sour Soup 6221,97,1,11,0
veg,Lunch,salad,Corn Salad 6222,123,4,5,7
non-veg,Lunch,curry,Chicken Curry 6223,370,16,23,8
